0,0000000E+0	2,4851860E+0	1,0500000E+4	1,1094090E+3
1,5029120E+0	2,4309905E+0	1,0500000E+4	1,1110644E+3
2,5204134E+0	2,3482741E+0	1,0500000E+4	1,1125695E+3
3,5380402E+0	2,6072563E+0	1,0500000E+4	1,1139833E+3
4,5458350E+0	2,7147682E+0	1,0500000E+4	1,1156199E+3
5,5643635E+0	2,6088955E+0	1,0500000E+4	1,1172878E+3
6,5741644E+0	2,5573821E+0	1,0500000E+4	1,1187823E+3
7,5926547E+0	2,7168395E+0	1,0500000E+4	1,1201667E+3
8,6004624E+0	2,6814939E+0	1,0500000E+4	1,1216506E+3
9,6122379E+0	2,6401730E+0	1,0500000E+4	1,1230625E+3
1,0634646E+1	2,7983041E+0	1,0500000E+4	1,1243981E+3
1,1641520E+1	2,7463885E+0	1,0500000E+4	1,1258457E+3
1,2662028E+1	2,6799442E+0	1,0500000E+4	1,1271600E+3
1,3668855E+1	2,7725102E+0	1,0500000E+4	1,1283641E+3
1,4681521E+1	2,6842953E+0	1,0500000E+4	1,1295714E+3
1,5701991E+1	2,8059037E+0	1,0500000E+4	1,1306672E+3
1,6710782E+1	2,8527381E+0	1,0500000E+4	1,1318407E+3
1,7728414E+1	2,7335139E+0	1,0500000E+4	1,1329666E+3
1,8736216E+1	2,7462395E+0	1,0500000E+4	1,1338985E+3
1,9756717E+1	2,9454680E+0	1,0500000E+4	1,1348304E+3
2,0766476E+1	2,8904231E+0	1,0500000E+4	1,1359112E+3
2,1775206E+1	2,7362706E+0	1,0500000E+4	1,1369445E+3
2,2787896E+1	2,8256627E+0	1,0500000E+4	1,1377850E+3
2,3808454E+1	2,8827341E+0	1,0500000E+4	1,1386662E+3
2,4817243E+1	2,7581455E+0	1,0500000E+4	1,1395793E+3
2,5834815E+1	2,8056355E+0	1,0500000E+4	1,1403478E+3
2,6842623E+1	2,8146209E+0	1,0500000E+4	1,1411264E+3
2,7861171E+1	2,7940424E+0	1,0500000E+4	1,1418655E+3
2,8868979E+1	2,9454233E+0	1,0500000E+4	1,1425809E+3
2,9891377E+1	2,8884413E+0	1,0500000E+4	1,1434245E+3
3,0899242E+1	2,7670415E+0	1,0500000E+4	1,1441987E+3
3,1918715E+1	2,9289873E+0	1,0500000E+4	1,1448327E+3
3,2926563E+1	2,9273780E+0	1,0500000E+4	1,1455461E+3
3,3936335E+1	2,7710350E+0	1,0500000E+4	1,1462189E+3
3,4955870E+1	2,8458090E+0	1,0500000E+4	1,1467234E+3
3,5964647E+1	2,9546918E+0	1,0500000E+4	1,1472466E+3
3,6983203E+1	2,8443636E+0	1,0500000E+4	1,1478555E+3
3,7990027E+1	2,7927758E+0	1,0500000E+4	1,1483700E+3
3,9008602E+1	2,9626192E+0	1,0500000E+4	1,1488588E+3
4,0016388E+1	2,9208513E+0	1,0500000E+4	1,1494884E+3
4,1036887E+1	2,7995409E+0	1,0500000E+4	1,1500397E+3
4,2044650E+1	2,9571952E+0	1,0500000E+4	1,1504941E+3
4,3062214E+1	2,9576721E+0	1,0500000E+4	1,1510780E+3
4,4078867E+1	2,8276445E+0	1,0500000E+4	1,1516507E+3
4,5087595E+1	2,9333236E+0	1,0500000E+4	1,1520625E+3
4,6105227E+1	2,9971601E+0	1,0500000E+4	1,1525413E+3
4,7114984E+1	2,8731825E+0	1,0500000E+4	1,1530782E+3
4,8124748E+1	2,8464647E+0	1,0500000E+4	1,1534581E+3
4,9144277E+1	2,9127302E+0	1,0500000E+4	1,1537667E+3
5,0151102E+1	2,9075893E+0	1,0500000E+4	1,1540984E+3
5,1171583E+1	2,9873850E+0	1,0500000E+4	1,1544739E+3
5,2183331E+1	2,8898867E+0	1,0500000E+4	1,1549451E+3
5,3193083E+1	2,8096290E+0	1,0500000E+4	1,1552894E+3
5,4211630E+1	3,0474367E+0	1,0500000E+4	1,1555491E+3
5,5220361E+1	3,0811878E+0	1,0500000E+4	1,1560272E+3
5,6241898E+1	2,9381962E+0	1,0500000E+4	1,1565361E+3
5,7252634E+1	2,8257223E+0	1,0500000E+4	1,1568577E+3
5,8260438E+1	3,0018093E+0	1,0500000E+4	1,1570737E+3
5,9280892E+1	2,9679837E+0	1,0500000E+4	1,1574091E+3
